timestamp,date,no2,voc,pm10,pm2.5,no2plume,voc plume,pm10 plume,pm2.5 plume,pm1 ,pm1 plume
1691126647,04-08-2023 05:24,20,114,41.837936,13.026955,0,9,42,26,8,19
1691126707,04-08-2023 05:25,20,115,56.563755,10.130586,19,9,61,20,7,16
1691126767,04-08-2023 05:26,20,116,17.931637,8.404345,19,9,18,17,7,19
1691126827,04-08-2023 05:27,20,118,14.584219,12.224901,19,9,15,24,8,20
1691126887,04-08-2023 05:28,20,115,20.39898,8.200602,19,9,20,16,7,18
1691126947,04-08-2023 05:29,21,118,15.034292,7.8925085,20,9,15,16,7,17
1691127007,04-08-2023 05:30,20,121,11.59064,10.59064,19,10,12,21,10,24
1691127067,04-08-2023 05:31,21,119,25.644447,7.154452,20,10,26,14,5,13
1691127127,04-08-2023 05:32,20,121,13.414322,12.414322,19,10,13,25,10,25
1691127187,04-08-2023 05:33,20,122,11.194485,10.194485,19,10,11,20,8,20
1691127247,04-08-2023 05:34,20,119,39.592445,9.638965,19,10,40,19,3,8
1691127307,04-08-2023 05:35,20,119,23.90095,9.278713,19,10,24,19,4,10
1691127367,04-08-2023 05:36,20,126,14.079815,7.4317327,19,10,14,15,6,16
1691127427,04-08-2023 05:37,20,124,19.350769,9.482071,19,10,19,19,7,18
1691127487,04-08-2023 05:38,20,123,48.48101,12.121826,19,10,48,24,7,17
1691143327,04-08-2023 10:02,20,365,22.342703,21.342703,0,28,22,43,13,32
1691143387,04-08-2023 10:03,21,312,19.649216,18.649216,0,25,20,37,14,35
1691143447,04-08-2023 10:04,20,284,10.841876,9.841876,0,22,11,20,5,13
1691143507,04-08-2023 10:05,20,267,24.230024,23.230024,0,21,24,46,13,32
1691143567,04-08-2023 10:06,2,256,17.973614,16.973614,0,20,18,34,9,23
1691143627,04-08-2023 10:07,1,245,10.625004,9.625004,1,20,11,19,5,12
1691143687,04-08-2023 10:08,2,239,21.946583,20.946583,0,19,22,42,13,31
1691143747,04-08-2023 10:09,1,231,13.3445015,12.3445015,1,18,13,25,5,14
1691143807,04-08-2023 10:10,2,222,19.318213,18.318213,2,18,19,37,11,28
1691143867,04-08-2023 10:11,3,217,13.842972,12.842972,3,17,14,26,11,28
1691143927,04-08-2023 10:12,4,217,16.691593,15.691594,4,17,17,31,11,27
1691143987,04-08-2023 10:13,3,216,18.047695,17.047695,3,17,18,34,8,20
1691144047,04-08-2023 10:14,3,212,19.859911,18.859911,3,17,20,38,11,27
1691144107,04-08-2023 10:15,5,203,9.026446,8.026446,5,16,9,16,7,17
1691144167,04-08-2023 10:16,5,204,20.747341,19.747341,5,16,21,39,9,24
1691144227,04-08-2023 10:17,5,209,16.51699,15.516991,5,17,17,31,11,28
1691144287,04-08-2023 10:18,5,203,17.683783,16.683783,5,16,18,33,8,19
1691144347,04-08-2023 10:19,5,199,7.9108768,6.9108768,5,16,8,14,6,14
1691144407,04-08-2023 10:20,6,199,14.577871,13.577871,6,16,15,27,8,21
1691144467,04-08-2023 10:21,6,201,12.119682,11.119682,5,16,12,22,8,19
1691144527,04-08-2023 10:22,7,199,15.786151,14.786151,6,16,16,30,6,15
1691144587,04-08-2023 10:23,7,192,10.965705,6.654943,6,15,11,13,4,11
1691144647,04-08-2023 10:24,7,196,9.90098,8.90098,6,16,10,18,8,20
1691144707,04-08-2023 10:25,7,197,11.971639,10.971639,6,16,12,22,8,21
1691144767,04-08-2023 10:26,7,194,20.262568,19.262568,6,16,20,39,13,33
1691144827,04-08-2023 10:27,6,194,13.261593,12.261593,6,16,13,25,8,21
1691144887,04-08-2023 10:28,7,191,6.806428,4.7911034,6,15,7,10,4,9
1691144947,04-08-2023 10:29,6,194,15.018196,14.018196,6,16,15,28,8,20
1691145007,04-08-2023 10:30,6,194,15.03632,14.03632,6,16,15,28,8,21
1691145067,04-08-2023 10:31,7,192,13.750207,12.750207,7,15,14,26,11,28
1691145127,04-08-2023 10:32,7,191,13.329486,9.373934,6,15,13,19,7,18
1691145187,04-08-2023 10:33,8,191,11.173412,10.173412,7,15,11,20,7,19
1691145247,04-08-2023 10:34,9,192,8.502969,7.502969,8,15,9,15,7,16
1691145307,04-08-2023 10:35,8,187,8.829651,7.829651,7,15,9,16,7,16
1691145367,04-08-2023 10:36,8,188,11.901365,10.901365,7,15,12,22,10,25
1691145427,04-08-2023 10:37,8,187,12.331203,11.331203,7,15,12,23,10,26
1691145487,04-08-2023 10:38,8,186,13.820755,12.820755,7,15,14,26,10,26
1691145547,04-08-2023 10:39,9,186,7.321476,6.321476,8,15,7,13,5,13
1691145607,04-08-2023 10:40,8,188,12.942298,11.942298,7,15,13,24,11,27
1691145667,04-08-2023 10:41,8,185,17.590881,10.233721,7,15,18,20,7,17
1691145727,04-08-2023 10:42,8,184,23.874258,6.252037,7,15,24,13,4,11
1691145787,04-08-2023 10:43,8,187,14.889236,6.5348334,7,15,15,13,6,14
1691145847,04-08-2023 10:44,9,184,6.5426555,5.5426555,8,15,7,11,5,11
1691145907,04-08-2023 10:45,9,187,16.128807,5.029332,8,15,16,10,4,10
1691145967,04-08-2023 10:46,8,182,14.844587,5.638849,7,15,15,11,5,12
1691146027,04-08-2023 10:47,9,182,23.217129,8.926619,8,15,23,18,7,17
1691146087,04-08-2023 10:48,9,182,30.444311,7.3565407,8,15,30,15,6,14
1691146147,04-08-2023 10:49,9,178,15.0233965,7.864398,8,14,15,16,7,17
1691146207,04-08-2023 10:50,9,179,21.123756,5.1122026,8,14,21,10,4,10
1691146267,04-08-2023 10:51,9,178,29.34797,11.004271,8,14,29,22,10,25
1691146327,04-08-2023 10:52,8,177,18.8561,11.186077,7,14,19,22,7,17
1691146387,04-08-2023 10:53,10,178,21.676214,5.164873,9,14,22,10,4,9
1691146447,04-08-2023 10:54,10,180,32.021046,8.919121,9,14,32,18,4,11
1691146507,04-08-2023 10:55,10,177,22.605257,9.910112,9,14,23,20,6,14
1691146567,04-08-2023 10:56,10,175,5.9369154,4.9369154,9,14,6,10,4,10
1691146627,04-08-2023 10:57,10,178,10.480778,9.480778,9,14,10,19,8,21
1691146687,04-08-2023 10:58,10,176,8.362455,7.3624554,9,14,8,15,6,16
1691146747,04-08-2023 10:59,10,176,5.4694204,4.4694204,9,14,5,9,3,9
1691146807,04-08-2023 11:00,10,172,24.287859,10.873489,9,14,24,22,6,15
1691146867,04-08-2023 11:01,10,171,10.279313,9.279313,9,14,10,19,8,21
1691146927,04-08-2023 11:02,10,174,24.514408,9.737913,9,14,25,19,6,14
1691146987,04-08-2023 11:03,10,174,23.724895,9.933751,9,14,24,20,5,12
1691147047,04-08-2023 11:04,10,171,12.253181,11.253181,9,14,12,23,8,21
1691147107,04-08-2023 11:05,11,173,15.845144,14.845144,10,14,16,30,10,24
1691147167,04-08-2023 11:06,10,172,15.179256,14.179256,9,14,15,28,7,17
1691147227,04-08-2023 11:07,10,174,16.835392,15.835391,9,14,17,32,11,27
1691147287,04-08-2023 11:08,11,172,15.85157,12.82688,10,14,16,26,6,15
1691147347,04-08-2023 11:09,11,170,14.512446,13.512446,10,14,15,27,10,24
1691147407,04-08-2023 11:10,11,166,11.612213,10.612213,10,13,12,21,10,24
1691147467,04-08-2023 11:11,11,162,11.990617,10.990617,10,13,12,22,10,25
1691147527,04-08-2023 11:12,10,163,17.580486,16.580486,9,13,18,33,10,25
1691147587,04-08-2023 11:13,10,160,18.104664,17.104664,9,13,18,34,10,24
1691147647,04-08-2023 11:14,12,156,11.185705,10.185705,11,12,11,20,9,23
1691147707,04-08-2023 11:15,12,154,12.9371605,11.9371605,11,12,13,24,11,27
1691147767,04-08-2023 11:16,12,157,13.259968,12.259968,11,13,13,25,7,18
1691147827,04-08-2023 11:17,12,154,16.883915,15.883914,11,12,17,32,11,27
1691147887,04-08-2023 11:18,12,154,19.969885,18.969885,11,12,20,38,14,34
1691147947,04-08-2023 11:19,12,151,18.865677,17.865677,11,12,19,36,14,34
1691148007,04-08-2023 11:20,13,150,23.288183,22.288183,12,12,23,45,12,30
1691148067,04-08-2023 11:21,13,150,20.485619,19.485619,12,12,20,39,10,24
1691148127,04-08-2023 11:22,12,152,20.163464,19.163464,11,12,20,38,13,32
1691148187,04-08-2023 11:23,14,148,28.28207,27.28207,13,12,28,55,18,45
1691148247,04-08-2023 11:24,13,147,27.27136,26.27136,12,12,27,53,15,39
1691148307,04-08-2023 11:25,14,144,24.001822,23.001822,13,12,24,46,14,35
1691148367,04-08-2023 11:26,14,144,23.024197,22.024197,13,12,23,44,14,35
1691148427,04-08-2023 11:27,15,142,29.423141,28.423141,14,11,29,57,19,48
1691148487,04-08-2023 11:28,15,143,29.770374,28.770374,14,11,30,58,18,46
1691148547,04-08-2023 11:29,15,139,30.15255,29.15255,14,11,30,58,20,49
1691148607,04-08-2023 11:30,15,142,19.872616,18.872616,14,11,20,38,13,31
1691148667,04-08-2023 11:31,15,141,27.138977,26.138977,14,11,27,52,16,40
1691148727,04-08-2023 11:32,16,137,28.96808,27.96808,15,11,29,56,20,49
1691148787,04-08-2023 11:33,16,138,26.172253,25.172253,15,11,26,50,17,44
1691148847,04-08-2023 11:34,16,138,22.714428,21.714428,15,11,23,43,16,41
1691148907,04-08-2023 11:35,16,136,24.201694,23.201694,15,11,24,46,16,40
1691148967,04-08-2023 11:36,16,136,24.115395,23.115395,15,11,24,46,14,36
1691149027,04-08-2023 11:37,17,133,25.027924,24.027924,16,11,25,48,14,36
1691149087,04-08-2023 11:38,16,134,29.93626,28.93626,15,11,30,58,19,49
1691149147,04-08-2023 11:39,16,132,29.840307,28.840307,15,11,30,58,19,48
1691149207,04-08-2023 11:40,17,130,27.004532,26.004532,16,10,27,52,17,43
1691149267,04-08-2023 11:41,17,126,29.051977,28.051977,16,10,29,56,21,52
1691149327,04-08-2023 11:42,17,132,27.850018,26.850018,16,11,28,54,16,41
1691149387,04-08-2023 11:43,16,128,26.735262,25.735262,15,10,27,51,16,41
1691149447,04-08-2023 11:44,17,130,21.1403,20.1403,16,10,21,40,11,27
1691149507,04-08-2023 11:45,18,128,30.801168,29.801168,17,10,31,60,21,51
1691149567,04-08-2023 11:46,17,129,32.006985,31.006985,16,10,32,62,21,53
1691149627,04-08-2023 11:47,17,127,27.085033,26.085033,16,10,27,52,18,44
1691149687,04-08-2023 11:48,17,131,27.217861,26.217861,16,10,27,52,20,49
1691149747,04-08-2023 11:49,18,131,35.030075,34.030075,17,10,35,68,23,58
1691149807,04-08-2023 11:50,17,130,34.488964,33.488964,16,10,34,67,24,60
1691149867,04-08-2023 11:51,0,131,36.136547,35.136547,0,10,36,70,25,61
1691149927,04-08-2023 11:52,18,130,37.195004,36.195004,17,10,37,72,26,64
1691149987,04-08-2023 11:53,17,132,33.869328,32.869328,16,11,34,66,22,55
1691150047,04-08-2023 11:54,18,126,37.295223,36.295223,17,10,37,73,26,64
1691150107,04-08-2023 11:55,18,126,38.11729,37.11729,17,10,38,74,27,67
1691150167,04-08-2023 11:56,19,125,35.362724,34.362724,18,10,35,69,26,65
1691150227,04-08-2023 11:57,18,125,42.54921,41.54921,16,10,43,83,30,76
1691150287,04-08-2023 11:58,18,128,29.857237,28.857237,17,10,30,58,21,53
1691150347,04-08-2023 11:59,18,128,41.928783,40.928783,17,10,42,82,30,76
1691150407,04-08-2023 12:00,18,127,36.095337,35.095337,17,10,36,70,24,60
1691150467,04-08-2023 12:01,18,124,37.468033,36.468033,0,10,37,73,26,65
1691150527,04-08-2023 12:02,18,122,28.299606,27.299606,17,10,28,55,16,41
1691150587,04-08-2023 12:03,18,126,37.000397,36.000397,17,10,37,72,25,64
1691150647,04-08-2023 12:04,18,125,31.211132,30.211132,17,10,31,60,19,47
1691150707,04-08-2023 12:05,18,126,30.417332,29.417332,17,10,30,59,23,58
1691150767,04-08-2023 12:06,18,124,33.273342,32.273342,17,10,33,65,21,53
1691150827,04-08-2023 12:07,18,124,38.985374,37.985374,17,10,39,76,27,66
1691150887,04-08-2023 12:08,18,123,36.177696,35.177696,17,10,36,70,23,57
1691150947,04-08-2023 12:09,18,126,32.6688,31.668802,17,10,33,63,22,56
1691151007,04-08-2023 12:10,18,124,28.634968,27.634968,17,10,29,55,17,44
1691151067,04-08-2023 12:11,17,124,32.34567,,0,10,0,0,,
1691151127,04-08-2023 12:12,17,124,39.66513,38.66513,16,10,40,77,28,70
1691151187,04-08-2023 12:13,18,126,29.58924,28.58924,17,10,30,57,18,44
1691151247,04-08-2023 12:14,17,123,31.467663,30.467663,16,10,31,61,21,53
1691151307,04-08-2023 12:15,18,123,32.112892,31.112892,17,10,32,62,24,60
1691151367,04-08-2023 12:16,18,123,32.092785,31.092785,17,0,32,62,22,54
1691151427,04-08-2023 12:17,18,123,32.036682,31.036682,17,10,32,62,24,59
1691151487,04-08-2023 12:18,17,125,31.756977,30.756977,16,10,32,62,20,51
1691151547,04-08-2023 12:19,18,122,28.717016,27.717016,17,10,29,55,20,50
1691151607,04-08-2023 12:20,17,121,21.33628,20.33628,16,10,21,41,15,38
1691151667,04-08-2023 12:21,18,122,29.609646,28.609646,0,10,30,57,23,58
1691151727,04-08-2023 12:22,18,123,27.50604,26.50604,17,10,28,53,18,44
1691151787,04-08-2023 12:23,18,126,28.84027,27.84027,17,10,29,56,18,45
1691151847,04-08-2023 12:24,17,126,28.806904,27.806904,16,10,29,56,18,46
1691151907,04-08-2023 12:25,17,120,28.195751,27.195751,16,10,28,54,19,47
1691151967,04-08-2023 12:26,17,122,24.151688,23.151688,16,10,24,46,17,44
1691152027,04-08-2023 12:27,17,122,31.221298,30.221298,16,10,31,60,20,49
1691152087,04-08-2023 12:28,18,121,23.252878,22.252878,17,10,23,45,17,41
1691152147,04-08-2023 12:29,17,120,24.328602,23.328602,16,10,24,47,17,43
1691152207,04-08-2023 12:30,16,122,23.165632,22.165632,0,10,23,44,16,39
1691152267,04-08-2023 12:31,16,122,26.651371,25.651371,15,10,27,51,18,45
1691152327,04-08-2023 12:32,17,120,28.363688,27.363688,16,10,28,55,18,45
1691152387,04-08-2023 12:33,17,122,24.709948,23.709948,16,10,25,47,17,42
1691152447,04-08-2023 12:34,16,121,19.632294,18.632294,15,10,20,37,12,31
1691152507,04-08-2023 12:35,17,120,26.43547,25.43547,16,10,26,51,18,45
1691152567,04-08-2023 12:36,17,119,23.255146,22.255146,16,10,23,45,14,35
1691152627,04-08-2023 12:37,17,119,28.174143,27.174143,16,10,28,54,18,45
1691152687,04-08-2023 12:38,17,117,26.116434,25.116434,16,9,26,50,16,41
1691152747,04-08-2023 12:39,17,117,18.897346,17.897346,16,9,19,36,12,30
1691152807,04-08-2023 12:40,17,115,23.45725,22.45725,16,9,23,45,15,37
1691152867,04-08-2023 12:41,16,119,25.42806,24.42806,15,10,25,49,18,46
1691152927,04-08-2023 12:42,16,117,15.596987,14.596987,15,9,16,29,12,30
1691152987,04-08-2023 12:43,16,118,24.042164,23.042164,15,9,24,46,16,40
1691153047,04-08-2023 12:44,16,118,19.885452,18.885452,15,9,20,38,13,32
1691153107,04-08-2023 12:45,17,117,22.29451,21.29451,16,9,22,43,14,35
1691153167,04-08-2023 12:46,17,118,24.121326,23.121326,16,9,24,46,15,39
1691153227,04-08-2023 12:47,16,117,18.882496,17.882496,15,9,19,36,12,30
1691153287,04-08-2023 12:48,16,117,22.410622,21.410622,15,9,22,43,13,33
1691153347,04-08-2023 12:49,17,115,26.673012,25.673012,16,9,27,51,17,42
1691153407,04-08-2023 12:50,17,116,22.109987,21.109987,16,9,22,42,13,34
1691153467,04-08-2023 12:51,14,115,24.66335,23.66335,13,9,25,47,15,37
1691153527,04-08-2023 12:52,15,117,28.79366,27.79366,14,9,29,56,19,47
1691153587,04-08-2023 12:53,14,117,23.992437,22.992437,13,9,24,46,15,38
1691153647,04-08-2023 12:54,15,114,23.96538,22.96538,14,9,24,46,15,36
1691153707,04-08-2023 12:55,15,117,16.95361,15.953609,14,9,17,32,12,30
1691153767,04-08-2023 12:56,14,119,17.978878,16.978878,13,10,18,34,8,19
1691153827,04-08-2023 12:57,14,117,23.804272,22.804272,13,9,24,46,15,39
1691153887,04-08-2023 12:58,15,118,23.275501,22.275501,14,9,23,45,14,34
1691153947,04-08-2023 12:59,15,117,20.917328,19.917328,14,9,21,40,14,35
1691154007,04-08-2023 13:00,14,118,21.005058,20.005058,13,9,21,40,15,36
1691154067,04-08-2023 13:01,15,116,25.30589,24.30589,14,9,25,49,17,42
1691154127,04-08-2023 13:02,14,115,21.323875,20.323875,13,9,21,41,15,38
1691154187,04-08-2023 13:03,15,116,28.219133,27.219133,14,9,28,54,17,43
1691154247,04-08-2023 13:04,15,118,21.983349,20.983349,14,9,22,42,17,42
1691154307,04-08-2023 13:05,15,118,15.031504,14.031504,14,9,15,28,12,30
1691154367,04-08-2023 13:06,15,116,21.51329,20.51329,14,9,22,41,15,36
1691154427,04-08-2023 13:07,15,117,21.93261,20.93261,14,9,22,42,13,33
1691154487,04-08-2023 13:08,15,117,22.176125,21.176125,14,9,22,42,12,30
1691154547,04-08-2023 13:09,14,116,20.309368,19.309368,13,9,20,39,14,35
1691154607,04-08-2023 13:10,15,115,25.754147,24.754147,14,9,26,50,16,39
1691154667,04-08-2023 13:11,14,118,21.472113,20.472113,13,9,21,41,15,37
1691154727,04-08-2023 13:12,15,116,30.580143,29.580143,14,9,31,59,20,49
1691154787,04-08-2023 13:13,15,119,20.067219,19.067219,14,10,20,38,15,38
1691154847,04-08-2023 13:14,14,118,18.145138,17.145138,13,9,18,34,12,30
1691154907,04-08-2023 13:15,14,123,21.666265,20.666265,13,10,22,41,14,36
1691154967,04-08-2023 13:16,15,124,19.783413,18.783413,14,10,20,38,13,32
1691155027,04-08-2023 13:17,15,126,20.985428,19.985428,14,10,21,40,14,35
1691155087,04-08-2023 13:18,14,127,25.240444,24.240444,13,10,25,48,16,40
1691155147,04-08-2023 13:19,15,131,17.556614,16.556614,14,10,18,33,14,34
1691155207,04-08-2023 13:20,15,132,21.980183,20.980183,14,11,22,42,12,29
1691155267,04-08-2023 13:21,18,141,23.976215,22.976215,17,11,24,46,13,33
1691155327,04-08-2023 13:22,18,147,20.708084,19.708084,17,12,21,39,15,37
1691155387,04-08-2023 13:23,18,151,23.937073,22.937073,17,12,24,46,13,33
1691155447,04-08-2023 13:24,17,161,23.505936,22.505936,16,13,24,45,15,37
1691155507,04-08-2023 13:25,17,163,23.754509,22.754509,16,13,24,46,17,41
1691155567,04-08-2023 13:26,17,164,23.588928,22.588928,16,13,24,45,13,33
1691155627,04-08-2023 13:27,18,166,14.776231,13.776231,17,13,15,28,10,26
1691155687,04-08-2023 13:28,16,161,25.180992,24.180992,15,13,25,48,14,35
1691155747,04-08-2023 13:29,13,165,20.871471,19.871471,12,13,21,40,13,33
1691155807,04-08-2023 13:30,12,168,20.604849,19.604849,11,13,21,39,14,34
1691155867,04-08-2023 13:31,12,175,26.264057,25.264057,11,14,26,51,17,43
1691155927,04-08-2023 13:32,11,170,22.666317,21.666317,11,14,23,43,18,46
1691155987,04-08-2023 13:33,13,174,21.671038,20.671038,12,14,22,41,14,36
1691156047,04-08-2023 13:34,13,172,26.655666,25.655666,12,14,27,51,17,42
1691156107,04-08-2023 13:35,13,165,24.208138,23.208138,12,13,24,46,13,34
1691156167,04-08-2023 13:36,14,165,24.672039,23.672039,13,13,25,47,14,35
1691156227,04-08-2023 13:37,14,185,24.247427,23.247427,13,15,24,46,15,38
1691156287,04-08-2023 13:38,11,470,24.579983,23.579983,10,36,25,47,15,38
1691156347,04-08-2023 13:39,12,451,31.037342,30.037342,12,35,31,60,19,48
1691156407,04-08-2023 13:40,14,248,33.937973,32.937973,13,20,34,66,24,60
1691156467,04-08-2023 13:41,16,185,35.575832,34.575832,15,15,36,69,23,57
1691156527,04-08-2023 13:42,15,152,29.101065,28.101065,14,12,29,56,17,42
1691156587,04-08-2023 13:43,19,126,32.649456,31.649456,18,10,33,63,21,51
1691156647,04-08-2023 13:44,20,114,38.53093,37.53093,19,9,39,75,27,67
1691156707,04-08-2023 13:45,21,103,46.57656,45.57656,19,8,47,91,34,86
1691156767,04-08-2023 13:46,21,94,29.29047,28.29047,20,8,29,57,17,43
1691156827,04-08-2023 13:47,23,87,40.573174,39.573174,22,7,41,79,30,74
1691156887,04-08-2023 13:48,23,83,42.71047,41.71047,22,7,43,83,31,77
1691156947,04-08-2023 13:49,23,78,44.525013,43.525013,23,6,45,87,33,84
1691157007,04-08-2023 13:50,23,77,41.70551,40.70551,22,6,42,81,29,73
1691157067,04-08-2023 13:51,20,76,48.96421,47.96421,18,6,49,96,36,91
1691157127,04-08-2023 13:52,19,77,52.819294,51.819294,18,6,55,102,38,95
1691157187,04-08-2023 13:53,19,75,54.346058,51.903133,18,6,57,102,39,97
1691157247,04-08-2023 13:54,18,78,76.80591,50.16245,17,6,95,100,34,86
1691157307,04-08-2023 13:55,18,81,62.97423,44.157047,17,6,72,88,30,75
1691157367,04-08-2023 13:56,16,90,50.65142,46.596027,15,7,51,93,34,84
1691157427,04-08-2023 13:57,14,92,40.160637,39.160637,13,7,40,78,28,70
1691157487,04-08-2023 13:58,13,100,41.345679,,12,8,0,0,,
1691157550,04-08-2023 13:59,12,104,42.87491,41.87491,11,8,43,84,30,74
1691157610,04-08-2023 14:00,10,100,44.699265,43.699265,9,8,45,87,32,79
1691157670,04-08-2023 14:01,8,107,51.864162,50.864162,8,9,53,101,41,103
1691157730,04-08-2023 14:02,7,122,43.20851,42.20851,7,10,43,84,32,79
1691157910,04-08-2023 14:05,5,136,46.09298,45.09298,5,11,46,90,35,88
1691157969,04-08-2023 14:06,4,138,47.345678,,4,11,0,0,,
1691158030,04-08-2023 14:07,5,136,48.57686,47.57686,5,11,49,95,36,90
1691158090,04-08-2023 14:08,6,136,42.127064,41.127064,6,11,42,82,29,73
1691158150,04-08-2023 14:09,7,136,40.954582,39.954582,7,11,41,80,29,73
1691158210,04-08-2023 14:10,8,138,42.456799,,8,0,0,0,,
1691158387,04-08-2023 14:13,8,140,44.227516,43.227516,8,11,44,86,32,81
1691158450,04-08-2023 14:14,8,143,44.927933,43.927933,8,11,45,88,33,83
1691158510,04-08-2023 14:15,8,141,45.48378,44.48378,8,11,45,89,34,84
1691158570,04-08-2023 14:16,9,140,47.45679,,9,11,0,0,,
1691158630,04-08-2023 14:17,9,140,51.06004,46.807148,9,11,52,94,34,85
1691158690,04-08-2023 14:18,8,143,44.16704,43.16704,8,11,44,86,33,83
1691158750,04-08-2023 14:19,9,140,46.746674,45.746674,9,11,47,91,35,86
1691158810,04-08-2023 14:20,9,143,44.10553,43.10553,9,11,44,86,32,79
1691158870,04-08-2023 14:21,8,143,45.024162,44.024162,0,11,45,88,33,82
1691158930,04-08-2023 14:22,8,144,45.456789,,8,0,0,0,,
1691158990,04-08-2023 14:23,8,145,44.22937,43.22937,8,12,44,86,31,77
1691159050,04-08-2023 14:24,9,142,44.041748,43.041748,9,11,44,86,32,80
1691159110,04-08-2023 14:25,9,140,44.523605,43.523605,9,11,45,87,32,81
1691159170,04-08-2023 14:26,9,143,45.68174,44.68174,9,11,46,89,34,84
1691159230,04-08-2023 14:27,8,142,45.45678,,8,0,0,0,,
1691159288,04-08-2023 14:28,8,142,51.944183,44.60871,0,11,53,89,32,79
1691159348,04-08-2023 14:29,10,142,46.209354,45.209354,9,11,46,90,33,82
1691159408,04-08-2023 14:30,10,141,49.481525,48.481525,9,11,49,97,37,92
1691159468,04-08-2023 14:31,9,142,49.453438,48.453438,9,11,49,97,35,88
1691159528,04-08-2023 14:32,9,143,41.413067,40.413067,0,11,41,81,30,74
1691159588,04-08-2023 14:33,10,141,45.345678,,9,11,0,0,,
1691159648,04-08-2023 14:34,8,144,50.97465,49.97465,8,12,52,100,38,94
1691159708,04-08-2023 14:35,8,144,44.87254,43.87254,0,0,45,88,32,80
1691159710,04-08-2023 14:35,8,145,41.537892,,8,12,0,0,,
1691159770,04-08-2023 14:36,9,141,44.653103,43.653103,9,11,45,87,31,78
1691159830,04-08-2023 14:37,9,145,51.037033,48.58707,9,12,52,97,35,88
1691159890,04-08-2023 14:38,9,144,44.06391,43.06391,9,0,44,86,32,79
1691159950,04-08-2023 14:39,8,144,47.182564,46.182564,8,12,47,92,35,87
1691160010,04-08-2023 14:40,8,142,43.181744,42.181744,0,11,43,84,30,76
1691160070,04-08-2023 14:41,9,141,42.916374,41.916374,9,11,43,84,30,75
1691160130,04-08-2023 14:42,8,143,46.75787,38.686974,0,11,47,77,26,65
1691160190,04-08-2023 14:43,9,145,39.62398,38.62398,9,12,40,77,26,66
1691160250,04-08-2023 14:44,9,145,42.435628,,9,0,0,0,,
1691160310,04-08-2023 14:45,9,144,45.25368,,9,0,0,0,,
1691160370,04-08-2023 14:46,9,144,47.650486,45.09322,9,12,48,90,32,80
1691160430,04-08-2023 14:47,10,145,45.07139,44.07139,9,12,45,88,32,81
1691160490,04-08-2023 14:48,9,145,40.288715,36.47083,9,12,40,73,24,60
1691160550,04-08-2023 14:49,9,143,43.257156,42.257156,9,11,43,85,31,77
1691160610,04-08-2023 14:50,8,143,47.00286,46.00286,8,0,47,92,33,83
1691160670,04-08-2023 14:51,9,143,52.218052,41.9335,9,11,54,84,29,73
1691160730,04-08-2023 14:52,9,146,48.533417,47.533417,0,12,49,95,35,87
1691160790,04-08-2023 14:53,10,145,47.535885,43.95895,9,12,48,88,31,78
1691160850,04-08-2023 14:54,10,147,48.67394,,9,12,0,0,,
1691160910,04-08-2023 14:55,10,148,48.59075,46.209663,9,12,49,92,33,82
1691160970,04-08-2023 14:56,9,152,48.127533,47.127533,9,12,48,94,34,86
1691161030,04-08-2023 14:57,10,149,48.991802,47.991802,9,12,49,96,35,88
1691161090,04-08-2023 14:58,10,149,41.951572,40.951572,10,12,42,82,29,73
1691161150,04-08-2023 14:59,10,148,46.432518,45.432518,9,12,46,91,32,81
1691161210,04-08-2023 15:00,10,148,45.2844,42.861,10,12,45,86,30,76
1691161269,04-08-2023 15:01,10,149,44.40019,41.39807,9,12,44,83,28,70
1691161329,04-08-2023 15:02,10,148,47.510155,46.510155,9,12,48,93,35,87
1691161389,04-08-2023 15:03,10,151,42.025867,41.025867,9,12,42,82,29,73
1691161449,04-08-2023 15:04,11,150,46.185574,45.185574,10,12,46,90,33,84
1691161509,04-08-2023 15:05,11,151,46.325523,45.325523,10,12,46,91,33,83
1691161569,04-08-2023 15:06,11,150,46.444202,45.444202,10,12,46,91,33,82
1691161629,04-08-2023 15:07,10,152,42.375698,41.375698,9,12,42,83,30,74
1691161689,04-08-2023 15:08,11,149,43.876953,42.876953,10,12,44,86,32,81
1691161749,04-08-2023 15:09,11,151,44.54789,43.54789,10,12,45,87,31,78
1691161809,04-08-2023 15:10,12,152,49.482784,46.739525,11,12,49,93,34,85
1691161869,04-08-2023 15:11,11,152,38.82633,37.82633,10,12,39,76,27,67
1691161929,04-08-2023 15:12,11,153,41.25698,40.25698,10,12,41,81,28,71
1691161989,04-08-2023 15:13,11,150,54.515892,53.515892,10,12,58,104,40,99
1691162049,04-08-2023 15:14,11,152,52.273766,51.273766,10,12,54,101,39,98
1691162109,04-08-2023 15:15,11,153,47.460464,46.460464,10,12,47,93,34,84
1691162169,04-08-2023 15:16,11,150,45.870754,44.870754,10,12,46,90,33,83
1691162229,04-08-2023 15:17,11,155,44.780323,43.780323,10,12,45,88,32,81
1691162289,04-08-2023 15:18,11,156,41.849125,40.849125,10,12,42,82,28,71
1691162349,04-08-2023 15:19,11,155,52.93225,51.93225,10,12,55,102,39,98
1691162409,04-08-2023 15:20,12,157,50.56383,,11,13,0,0,,
1691162470,04-08-2023 15:21,10,156,49.21208,48.21208,9,12,49,96,35,87
1691162530,04-08-2023 15:22,11,158,38.60902,37.60902,10,13,39,75,27,66
